
Run no: 0
78.93	86.61	86.61	86.15	86.15	86.61	86.26	86.26	86.15	86.26	86.26	86.61	86.61	86.15	86.61	86.61	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.15	86.61	86.61	86.15	86.61	86.15	86.15	86.61	86.61	86.15	86.26	86.15	86.15	86.61	86.61	86.61	86.61	86.61	86.61	86.61	
78.93	86.61	86.61	86.15	86.15	86.26	86.61	86.25	86.15	86.26	86.61	86.15	86.26	86.61	86.26	86.15	86.26	86.61	86.15	86.61	86.26	86.26	86.15	86.26	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.15	86.61	86.61	86.15	86.15	86.15	86.61	86.15	86.26	
97.21	78.93	78.93	86.15	86.61	86.15	86.25	86.26	86.26	86.61	86.15	86.61	86.61	86.26	86.26	86.15	78.93	86.15	86.26	86.61	86.15	86.26	86.15	86.61	86.15	86.15	86.61	86.61	86.26	86.61	86.26	86.15	86.61	86.15	86.26	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.15	86.61	
78.93	85.9	86.61	86.25	86.26	86.61	86.26	86.15	86.15	86.61	86.25	86.26	86.61	86.26	86.15	86.15	86.15	86.26	86.26	86.61	86.61	86.61	86.26	86.15	86.15	86.26	86.61	86.15	86.26	86.15	86.61	86.15	86.15	86.61	86.61	86.61	86.26	86.15	86.61	86.15	86.26	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.15	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.61	86.61	94.12	
78.93	94.12	94.12	85.9	94.12	86.61	86.61	86.26	86.25	86.26	86.15	86.25	86.15	86.61	86.26	86.25	86.26	86.15	86.25	86.26	86.26	86.61	86.26	86.15	86.15	86.61	86.61	86.26	86.15	86.61	86.26	86.15	86.15	86.15	86.26	86.61	86.61	86.61	86.26	86.15	86.15	86.26	86.61	86.15	86.26	86.61	86.15	86.15	86.61	86.61	86.61	86.26	86.15	86.61	86.61	86.61	86.61	86.61	86.61	86.61	
78.93	94.12	94.12	85.9	86.61	86.26	86.61	86.25	86.15	86.25	86.15	86.61	94.12	86.25	86.26	86.61	86.26	86.15	86.15	94.12	94.12	86.61	86.61	86.26	86.25	86.26	86.25	86.15	86.61	86.26	86.25	86.26	86.26	86.26	86.26	86.15	86.15	86.61	86.26	86.15	86.61	86.26	86.15	86.15	86.15	86.61	86.61	86.61	86.26	86.15	86.15	86.26	86.61	86.15	86.26	86.61	86.15	86.15	86.61	86.61	
78.93	94.12	94.12	82.35	85.9	94.12	86.61	86.61	86.26	86.26	86.25	86.15	86.15	86.25	86.26	86.61	86.25	86.26	86.15	86.25	86.15	94.12	86.61	86.61	86.26	86.61	86.26	86.25	86.15	86.25	86.15	94.12	86.61	86.26	86.61	86.15	94.12	86.61	86.26	86.15	86.61	86.25	86.26	86.61	86.26	86.26	86.26	86.15	86.26	86.15	86.26	86.15	86.15	86.15	86.61	86.61	86.61	86.26	86.15	86.15	
96.5	78.93	78.93	85.9	82.35	94.12	86.61	82.35	82.35	94.12	86.26	86.25	86.61	86.26	85.9	86.15	86.25	86.15	94.12	86.61	86.61	86.26	86.26	86.25	86.15	86.15	86.25	94.12	86.61	86.26	86.25	86.61	86.61	86.26	86.25	86.15	86.25	94.12	86.26	86.26	86.25	86.15	86.15	86.25	86.26	86.61	86.15	86.25	94.12	86.61	86.61	86.26	86.26	86.15	94.12	86.26	86.15	94.12	86.61	86.26	
96.5	96.5	78.93	78.93	80.05	85.9	94.12	86.61	85.9	78.93	94.12	86.25	86.26	86.61	86.26	85.9	86.15	86.15	86.25	86.61	94.12	86.61	86.26	86.25	86.26	86.15	86.25	94.12	86.61	86.26	86.25	86.26	86.15	86.25	86.15	94.12	86.61	86.26	86.26	86.15	94.12	86.61	86.26	86.25	86.61	86.61	86.26	86.25	94.12	86.26	86.26	86.25	86.15	86.15	86.25	86.26	86.61	86.15	86.25	94.12	
96.5	78.21	84.58	80.05	94.12	86.61	80.05	80.05	96.5	94.12	85.9	86.26	86.25	86.61	86.15	85.9	86.25	86.15	85.9	94.12	96.5	94.12	86.26	86.61	86.26	86.25	86.15	85.9	86.15	85.9	86.61	94.12	86.25	86.26	86.61	85.9	86.15	86.61	86.61	86.26	86.25	86.26	86.15	86.25	94.12	86.61	86.26	86.25	86.15	86.15	94.12	86.61	86.26	86.26	86.15	94.12	86.61	86.26	86.25	86.61	
78.21	96.5	96.5	84.58	80.05	94.12	86.61	80.05	80.05	94.12	96.5	80.05	84.58	85.9	86.26	86.25	86.61	86.26	86.15	85.9	86.25	86.15	85.9	94.12	96.5	86.61	86.61	86.26	86.25	86.26	85.9	86.25	86.15	94.12	80.05	86.26	86.25	86.61	86.15	86.25	86.15	85.9	94.12	96.5	86.61	86.26	86.25	86.15	86.15	94.12	86.61	85.9	86.61	86.61	86.26	86.25	86.26	86.15	94.12	86.61	
78.21	96.5	78.21	96.5	80.05	84.58	86.61	94.12	79.75	94.12	84.58	85.9	86.25	86.26	86.26	86.61	86.15	85.9	86.15	86.25	85.9	94.12	86.61	94.12	86.61	86.26	86.26	86.25	86.15	86.25	96.5	94.12	96.5	85.9	86.26	86.25	86.61	86.15	85.9	86.15	85.9	94.12	96.5	86.61	86.61	86.26	86.25	86.26	86.25	86.15	94.12	86.26	86.25	86.61	86.15	86.25	85.9	94.12	96.5	86.61	
78.21	96.5	78.21	96.5	79.9	84.58	86.61	79.75	78.21	96.5	79.75	85.33	84.58	85.9	86.25	86.26	86.61	86.26	86.15	85.9	86.25	86.15	84.58	85.9	86.25	86.26	85.9	86.15	86.15	78.21	86.61	84.58	86.25	86.26	86.26	86.61	86.15	85.9	86.15	86.25	85.9	86.61	86.61	86.26	86.25	86.15	86.25	96.5	96.5	85.9	86.61	93.68	94.12	94.12	94.12	94.12	94.12	94.12	94.12	94.12	
78.21	96.5	96.5	78.21	84.58	79.9	93.68	86.61	79.9	84.58	78.51	79.75	96.5	78.25	78.21	79.75	79.9	84.58	85.33	86.26	85.33	85.9	86.25	86.61	85.9	86.15	86.25	86.15	86.61	84.58	85.33	78.21	96.5	86.26	86.61	86.26	86.25	86.15	85.9	86.25	86.15	78.21	78.21	85.9	86.25	86.26	86.61	86.15	86.15	84.58	85.9	86.25	86.26	85.9	86.15	84.58	86.26	86.61	85.9	86.15	
78.21	96.5	78.21	96.5	79.9	84.58	86.61	93.68	84.58	79.9	79.75	78.51	93.68	96.5	78.25	78.21	79.9	79.75	85.33	84.58	86.26	85.9	85.33	86.25	86.61	85.9	78.51	86.15	79.75	78.51	86.25	86.15	84.58	86.61	78.21	93.68	96.5	85.33	86.61	86.26	86.25	86.26	86.15	86.15	86.61	84.58	78.21	79.9	86.26	85.33	85.9	86.61	85.9	86.15	86.25	86.15	86.61	84.58	85.33	78.21	
96.5	96.5	79.7	84.58	86.61	93.68	78.56	93.68	96.5	84.58	85.33	86.26	85.33	85.9	86.25	86.61	86.15	85.9	86.25	86.15	86.61	85.33	84.58	93.68	96.5	85.9	85.33	86.26	86.25	86.26	86.15	85.9	86.25	96.5	84.58	86.61	96.5	85.33	84.58	85.9	85.33	86.25	86.61	85.9	84.58	96.5	86.26	76.8	78.21	78.21	78.51	78.51	78.25	78.25	78.51	78.25	78.21	78.21	78.21	78.21	
76.8	96.5	96.5	82.73	84.58	93.68	86.61	79.7	78.56	93.68	96.5	79.7	76.8	78.56	84.58	85.33	84.58	85.33	85.9	86.26	86.25	86.61	86.26	86.15	85.9	86.15	86.25	84.58	85.33	86.61	93.68	96.5	85.9	85.9	86.25	86.25	86.15	96.5	86.61	93.68	93.68	84.58	86.26	85.33	85.9	86.61	86.25	84.58	85.33	96.5	85.9	86.15	86.25	96.5	96.5	85.33	86.26	85.33	93.68	86.25	
96.5	76.8	76.8	82.73	84.58	86.61	93.68	79.7	93.68	96.5	78.56	76.8	84.58	78.56	78.56	79.7	79.7	85.33	85.9	85.33	86.25	86.26	86.61	86.26	85.9	86.15	86.15	86.25	84.58	86.61	85.33	93.68	93.68	96.5	85.33	86.26	86.61	86.25	86.26	86.15	86.25	96.5	93.68	96.5	78.56	85.33	84.58	85.9	86.25	86.26	85.9	86.15	86.25	84.58	85.33	86.61	96.5	85.9	85.9	86.25	
96.5	96.5	76.8	76.8	82.73	84.58	86.61	76.92	79.7	82.73	79.7	79.7	84.58	85.33	76.8	84.58	86.25	85.33	85.9	86.26	86.61	86.26	86.15	85.9	86.15	86.61	84.58	85.9	85.33	86.26	86.61	86.25	85.9	86.26	86.15	76.8	84.58	86.61	96.5	76.8	84.58	79.7	79.7	85.9	85.33	86.25	86.26	86.61	86.26	86.15	86.25	96.5	85.33	86.26	86.25	91.5	93.68	93.68	93.68	93.68	
96.5	76.8	76.8	96.5	83.51	82.73	79.7	91.5	91.5	86.61	79.88	76.92	82.73	76.92	79.7	84.58	82.73	85.33	84.58	76.8	85.33	85.9	86.26	86.25	84.58	86.26	86.61	82.73	86.15	85.9	79.7	76.8	86.15	86.25	86.61	91.5	84.58	85.33	96.5	85.33	85.9	86.61	86.25	85.9	86.15	96.5	76.8	86.61	79.7	79.7	79.7	84.58	76.8	86.25	86.26	86.61	86.26	86.15	85.9	84.58	
76.8	96.5	96.5	76.8	83.51	82.73	76.92	91.5	96.5	91.5	86.61	79.88	82.73	79.7	79.7	83.51	79.88	79.7	84.58	86.26	82.73	85.33	84.58	76.8	85.9	86.25	85.33	79.88	84.58	86.61	82.73	86.15	85.9	79.7	86.15	91.5	85.33	84.58	85.33	85.9	86.26	86.61	86.25	86.26	86.15	76.8	96.5	82.73	79.7	91.5	86.61	79.7	84.58	82.73	76.8	85.33	85.9	86.26	86.25	84.58	

Run no: 1
98.79	111.26	105.27	102.3	113.08	113.47	101.75	107.32	104.85	100.92	103.27	119.14	97.12	99.87	96.09	110.92	97.13	112.74	103.14	106.38	103.25	98.18	106.14	104.92	108.69	112.23	103.98	109.63	105.24	110.46	97.27	111.39	107.28	96.71	106.36	105.15	104.77	105.66	103.15	96.66	115.27	110.85	111.15	104.25	115.69	103.0	106.04	103.79	107.41	115.45	111.07	109.98	95.78	105.09	107.11	109.2	105.89	106.0	109.17	111.9	
92.53	98.18	95.78	98.18	98.18	95.78	97.12	96.09	96.66	96.66	96.66	96.66	97.13	103.98	104.77	103.98	103.98	104.77	104.77	96.09	103.98	97.56	98.79	98.79	98.79	101.75	99.87	96.71	103.0	96.71	103.0	96.71	103.0	109.63	109.63	100.92	100.92	97.27	103.25	97.27	103.25	106.38	105.24	106.36	105.66	105.66	104.92	104.92	104.92	104.92	106.04	106.04	109.66	110.92	103.27	103.79	115.45	102.3	105.09	104.85	
92.53	94.03	95.78	95.78	95.78	98.18	95.78	98.18	98.18	98.18	98.18	98.18	98.18	97.12	96.09	96.66	96.66	96.66	96.66	96.66	96.66	97.12	96.09	96.09	96.09	96.09	97.12	96.09	97.13	103.98	104.77	103.98	103.98	104.77	104.77	103.98	103.98	103.98	104.77	103.98	103.98	104.77	103.98	104.77	97.56	96.09	96.66	98.79	98.79	98.79	98.79	98.79	98.79	98.79	98.79	98.79	96.71	96.71	96.71	96.71	
90.97	92.53	94.03	92.53	95.78	95.78	95.78	98.18	95.78	95.78	95.78	95.78	95.78	95.78	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	97.12	96.09	96.66	96.66	96.66	96.66	96.66	96.66	97.12	96.09	96.66	96.66	96.66	97.12	97.12	96.09	96.66	96.66	96.66	103.6	104.77	104.77	103.98	103.98	104.77	104.77	103.98	104.77	103.98	103.98	104.77	103.98	103.98	103.98	104.77	103.98	
90.97	88.76	92.53	94.03	92.53	94.03	93.22	94.03	95.78	95.78	95.78	98.18	95.78	95.78	95.78	95.78	95.78	95.78	95.56	95.78	95.78	95.78	95.78	95.78	95.78	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	98.18	95.78	96.05	97.12	97.12	96.09	96.66	96.66	96.66	97.12	97.12	96.09	96.09	96.66	96.09	96.66	96.66	96.66	96.66	
90.97	88.76	88.76	88.76	92.53	92.53	92.53	92.53	92.61	94.03	94.03	94.03	94.03	93.22	94.03	95.78	95.78	95.78	98.18	95.78	95.78	95.78	95.78	95.78	95.78	95.56	95.78	95.78	95.78	95.78	95.78	95.78	98.18	95.78	95.78	95.78	95.78	95.78	95.78	95.78	98.18	95.78	95.78	98.18	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	98.18	95.78	95.78	98.18	
90.97	88.76	88.76	88.76	90.97	90.97	88.76	88.76	92.53	92.53	92.53	92.53	92.61	92.53	92.53	92.53	92.53	92.53	94.03	94.03	94.03	94.03	94.03	94.03	94.48	93.22	95.56	98.18	98.18	95.78	98.18	95.78	98.18	95.78	98.18	95.78	98.18	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	95.78	
90.97	88.76	88.76	88.76	90.97	90.97	88.76	88.76	90.97	88.76	90.97	90.52	88.76	88.76	90.97	88.76	90.97	88.76	86.5	92.61	92.61	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	94.03	94.03	94.03	94.03	94.03	94.03	94.48	94.48	94.03	94.03	94.03	93.22	93.8	93.22	93.22	93.22	98.18	95.56	95.56	98.18	95.78	98.18	95.78	95.78	98.18	
90.97	88.76	88.76	88.76	90.97	90.97	88.76	88.76	90.97	88.76	90.97	90.52	88.76	88.76	90.97	88.76	90.97	88.76	86.5	90.97	88.76	90.97	86.5	90.52	88.76	88.76	88.76	88.76	86.5	88.76	90.97	88.76	90.97	90.97	88.76	90.89	92.61	92.61	92.61	90.97	92.61	92.61	92.36	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	92.53	
90.97	90.97	86.5	86.5	90.52	88.76	86.95	88.26	90.52	88.76	88.76	90.97	86.5	86.5	88.76	88.76	88.76	90.97	90.97	88.76	88.76	90.97	88.76	90.97	88.76	90.97	90.97	88.76	90.97	88.76	90.97	90.52	88.76	88.76	88.76	88.76	86.5	88.76	90.97	90.97	88.76	88.76	90.97	88.76	88.76	90.97	86.5	88.76	88.76	88.76	90.97	88.76	90.97	90.97	90.97	90.97	88.76	88.76	88.76	88.76	
90.97	90.97	86.5	86.5	86.95	88.26	90.97	86.5	86.5	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	86.5	90.97	90.97	90.97	90.97	86.5	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	86.5	90.97	90.97	90.97	90.97	89.05	88.76	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	82.93	88.76	88.76	90.52	90.52	90.52	88.76	88.76	90.52	88.76	
82.93	90.97	90.97	89.05	88.76	86.5	90.97	86.95	88.26	88.26	86.95	86.5	89.05	86.5	86.5	90.97	86.5	86.5	86.5	90.97	90.97	86.5	86.5	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	86.5	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	
82.93	82.93	90.97	90.97	88.76	89.05	89.05	90.97	86.95	88.26	88.26	86.95	88.26	86.95	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	84.8	
82.93	90.97	90.97	89.05	88.76	84.86	84.8	86.95	90.97	82.93	88.26	86.95	88.76	88.26	82.93	86.95	88.26	90.97	90.97	88.26	86.95	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	
82.93	90.97	90.97	88.76	89.05	84.98	84.8	87.15	86.95	82.93	89.05	90.97	86.95	88.76	89.05	84.86	84.86	88.76	86.95	89.05	90.97	86.95	90.97	82.93	86.95	82.93	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	
82.93	90.97	82.93	90.97	89.05	88.76	83.06	86.95	84.98	90.97	84.86	87.59	88.76	87.15	88.76	89.05	86.95	82.93	84.98	84.86	84.86	86.95	89.05	90.97	89.05	82.93	89.05	90.97	86.95	88.76	86.95	89.05	90.97	90.97	82.93	86.95	82.93	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	
82.62	90.97	90.97	88.76	89.05	82.93	86.95	90.97	89.05	87.59	88.76	87.15	87.59	86.95	88.76	89.05	87.59	88.76	86.95	89.05	90.97	89.05	90.97	89.05	90.97	89.05	89.05	90.97	86.95	88.76	86.95	89.05	90.97	90.97	86.95	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	86.95	
82.62	90.97	90.97	89.05	89.01	83.08	87.59	90.97	88.76	87.59	82.62	82.93	82.93	88.76	88.76	89.05	87.59	89.05	90.97	90.97	88.76	89.05	90.97	89.05	87.59	88.76	88.76	88.76	89.05	90.97	90.97	89.05	90.97	89.05	89.05	90.97	89.05	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	
82.62	90.97	82.62	90.97	89.01	89.05	83.08	87.59	90.97	89.05	87.9	88.76	82.93	82.93	89.01	88.76	87.59	83.08	82.62	89.05	88.76	87.59	89.05	87.59	90.97	89.05	87.59	90.97	87.59	88.76	88.76	89.05	90.97	90.97	88.76	89.05	90.97	89.05	88.76	89.05	90.97	90.97	89.05	90.97	90.97	89.05	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	90.97	
82.6	90.97	90.97	89.05	89.01	83.08	87.59	87.9	88.76	82.93	87.59	83.08	89.01	88.76	82.93	82.93	89.01	88.76	89.05	88.76	89.05	90.97	87.59	90.97	89.05	89.01	87.59	89.05	88.76	88.76	89.05	87.59	90.97	89.05	87.59	90.97	89.05	87.59	89.05	89.05	87.59	90.97	90.97	88.76	90.97	90.97	89.05	90.97	89.05	90.97	90.97	90.97	90.97	89.05	90.97	90.97	90.97	90.97	90.97	90.97	
81.94	90.97	90.97	87.59	89.05	87.34	83.08	82.6	89.05	90.97	89.05	82.6	82.93	83.08	82.93	82.93	82.93	89.05	90.97	90.97	89.05	90.97	89.05	90.97	90.97	82.93	82.93	89.05	89.05	90.97	90.97	89.05	89.05	90.97	90.97	89.05	89.05	89.05	90.97	90.97	89.05	90.97	90.97	90.97	90.97	90.97	89.05	90.97	90.97	90.97	90.97	90.97	89.05	89.05	90.97	89.05	89.05	90.97	89.05	90.97	
81.94	81.94	90.97	90.97	83.29	89.05	89.05	82.6	90.97	82.93	82.6	82.6	89.05	90.97	90.97	81.94	89.05	89.05	82.6	90.97	89.05	89.05	89.05	90.97	89.05	89.05	90.97	90.97	89.05	89.05	90.97	90.97	89.05	90.97	90.97	89.05	89.05	90.97	89.05	89.05	90.97	90.97	90.97	90.97	90.97	90.97	90.97	89.05	90.97	90.97	90.97	90.97	90.97	89.05	89.05	90.97	89.05	89.05	90.97	89.05	
81.94	90.97	90.97	81.94	83.29	89.05	89.05	82.6	81.94	90.97	81.94	82.93	82.93	82.93	89.05	90.97	81.94	90.97	89.05	89.05	90.97	89.05	90.97	90.97	81.94	89.05	89.05	90.97	89.05	89.05	90.97	89.05	89.05	90.97	90.97	89.05	89.05	90.97	90.97	89.05	90.97	90.97	89.05	89.05	90.97	89.05	89.05	90.97	90.97	90.97	90.97	90.97	90.97	90.97	89.05	90.97	90.97	90.97	90.97	90.97	
81.94	90.97	81.94	90.97	83.29	89.05	89.05	82.6	90.97	82.93	81.94	89.05	90.97	81.94	90.97	89.05	89.05	89.05	90.97	89.05	90.97	81.94	90.97	81.94	89.05	81.94	90.97	89.05	90.97	90.97	90.97	89.05	89.05	90.97	89.05	89.05	90.97	89.05	89.05	90.97	90.97	89.05	89.05	90.97	90.97	89.05	90.97	90.97	89.05	89.05	90.97	89.05	89.05	90.97	90.97	90.97	90.97	90.97	90.97	90.97	
81.94	90.97	90.97	83.29	89.05	83.29	89.05	82.6	81.94	90.97	89.05	82.6	81.94	82.93	82.93	89.05	81.94	89.05	89.05	81.94	90.97	81.94	89.05	81.94	90.97	89.05	90.97	89.05	90.97	81.94	90.97	89.05	89.05	89.05	90.97	89.05	90.97	81.94	90.97	89.05	90.97	90.97	90.97	90.97	89.05	89.05	90.97	89.05	89.05	90.97	90.97	89.05	89.05	90.97	90.97	89.05	90.97	90.97	89.05	89.05	
81.94	81.94	90.97	90.97	88.07	83.29	83.29	82.6	81.94	89.05	90.97	89.05	82.93	82.93	82.6	82.93	82.6	89.05	89.05	90.97	90.97	83.29	89.05	89.05	90.97	89.05	81.94	89.05	81.94	89.05	81.94	90.97	81.94	89.05	81.94	90.97	89.05	90.97	89.05	90.97	81.94	90.97	89.05	89.05	89.05	90.97	89.05	90.97	81.94	90.97	89.05	90.97	90.97	90.97	90.97	89.05	89.05	90.97	90.97	89.05	
