
Run no: 1
334		574		1081		
110		481		826		
110		517		4073		
110		708		5289		
110		996		5289		
110		925		4092		
110		1007		4092		
110		1262		4073		
110		1433		4030		
110		1323		3988		
110		1481		3988		
110		1718		3988		
110		1897		3988		
110		1640		4050		
99		1711		3988		
99		1691		3978		
99		1766		3924		
99		1608		3858		
99		1764		3858		
99		1748		3858		
99		1631		3858		
99		1613		3847		
99		1562		3847		
99		1146		3847		
99		1216		3847		
99		1213		3786		
99		1048		3786		
99		1056		3786		
97		1146		3786		
97		1118		3768		
97		805		3760		

Run no: 2
297		603		1137		
115		566		976		
115		622		4432		
111		684		4443		
95		655		4443		
95		770		4443		
95		885		4443		
95		1066		4535		
95		1148		4535		
95		1261		4535		
95		1390		4535		
95		1224		4535		
95		1205		4535		
95		1416		4535		
95		1887		4536		
95		2476		4536		
95		2190		4536		
95		2292		4536		
92		2001		4492		
92		1845		4492		
92		1950		4492		
89		1724		4457		
89		2139		4459		
89		1742		4840		
89		1926		4840		
89		1789		4840		
89		1777		4840		
89		1396		4840		
89		1322		4840		
89		1295		4835		
89		1161		4361		

Run no: 3
284		573		1159		
284		523		4097		
284		555		4097		
284		700		4159		
283		976		4600		
106		1600		4600		
106		2122		4600		
98		2099		4600		
98		2301		4600		
98		2460		5487		
98		2389		5487		
98		2172		5487		
98		1858		5487		
98		2269		5425		
98		2169		5161		
98		2123		5089		
98		2076		4594		
98		1843		4727		
98		1974		4727		
98		2141		4599		
98		1560		4599		
98		1723		4599		
98		1364		3642		
98		1108		3383		
94		1102		3383		
94		1191		3383		
94		956		3383		
94		799		3383		
94		883		3383		
94		1041		3383		
94		814		3374		

Run no: 4
296		569		1027		
296		582		4630		
97		515		4630		
97		567		4630		
97		527		4630		
97		583		4630		
97		641		4593		
97		484		3695		
97		475		3695		
97		447		3695		
97		537		4759		
97		576		3698		
97		832		3698		
97		968		3698		
97		643		4266		
97		592		5033		
97		547		4267		
97		416		4169		
97		425		3846		
97		674		3846		
97		911		3546		
97		984		3546		
97		829		3537		
97		740		3537		
97		869		3338		
97		1021		3338		
97		1025		3338		
95		866		3338		
95		701		3327		
95		887		4274		
95		1035		4274		

Run no: 5
302		553		895		
302		567		4253		
104		601		4261		
104		872		4261		
104		881		4261		
102		969		4261		
99		812		4253		
99		986		4554		
99		975		4554		
99		1018		4554		
99		1101		4554		
99		866		4554		
99		560		4445		
92		146		294		
92		146		233		
92		142		234		
92		142		234		
92		135		258		
92		132		258		
92		141		258		
92		140		237		
92		141		235		
92		142		235		
92		140		234		
92		140		239		
92		144		267		
92		144		267		
92		128		267		
92		116		267		
92		114		197		
92		117		233		

Run no: 6
301		565		1009		
301		558		3879		
108		530		3879		
108		495		3749		
100		328		435		
100		420		4524		
100		487		4524		
90		578		4541		
90		657		4541		
90		325		4259		
90		421		4259		
90		415		4259		
90		513		4294		
90		805		4294		
90		991		4259		
90		1292		4143		
90		1490		4137		
90		1086		4137		
90		1163		4122		
90		1155		4014		
90		974		4014		
90		1053		4014		
90		1127		3909		
90		1034		3827		
90		804		3756		
90		925		3756		
90		1038		4505		
90		1197		4505		
90		1196		4505		
90		1130		4490		
90		1126		4490		

Run no: 7
291		589		1225		
105		468		1125		
105		468		1125		
105		518		3662		
105		687		3750		
105		822		3778		
100		1130		3778		
100		931		3662		
100		661		3650		
100		819		3700		
100		727		3700		
100		346		3643		
100		142		368		
98		126		269		
98		204		3390		
98		205		3390		
98		205		3390		
98		206		3390		
98		209		3390		
98		211		3390		
98		212		3390		
98		209		3390		
98		210		3390		
98		290		3390		
98		288		3390		
98		287		3390		
98		286		3390		
98		283		3390		
98		282		3390		
98		201		3265		
98		211		3570		

Run no: 8
343		559		1059		
343		590		4122		
98		454		895		
98		442		895		
98		509		4294		
98		447		3652		
98		441		3652		
98		596		4535		
98		813		4535		
98		1151		4535		
98		965		4535		
98		710		3362		
98		857		3362		
98		917		3362		
98		1149		3367		
97		1356		3368		
97		1114		3379		
97		1085		3379		
91		1140		3379		
91		1043		3379		
86		279		3073		
86		348		3087		
86		343		3087		
86		272		3087		
86		269		3087		
86		193		3087		
86		197		3087		
86		197		3181		
86		195		3181		
86		278		3217		
86		358		3218		

Run no: 9
300		598		1009		
300		612		4033		
117		589		4033		
113		649		4053		
98		850		4065		
98		815		4065		
98		684		4065		
98		402		4177		
98		567		4177		
98		655		4177		
98		682		4177		
98		862		4177		
98		1198		4177		
98		1226		4173		
98		1110		4035		
98		1379		4596		
98		1770		4596		
98		2093		4596		
98		2019		4596		
98		2152		4418		
89		1971		4418		
89		2267		4418		
89		1982		4418		
89		1362		4418		
89		1131		4403		
87		1344		3794		
87		1425		3794		
87		1650		3742		
87		1549		3742		
87		1465		3725		
87		1538		3630		

Run no: 10
284		527		1066		
284		535		4141		
108		656		4141		
108		837		4904		
108		1142		4904		
97		1371		4904		
97		1153		4902		
97		1019		4715		
92		796		4711		
92		839		4694		
92		904		4651		
92		1001		4651		
92		554		3305		
92		686		4621		
92		630		3305		
91		650		3293		
89		730		3293		
89		961		3293		
89		1112		3293		
89		1465		3293		
89		1296		3293		
89		1087		3293		
89		1093		3293		
89		1229		3295		
89		1172		3295		
89		1273		3295		
89		1134		3293		
89		1125		3167		
89		974		3167		
89		1158		3166		
89		902		3166		

Run no: 11
311		604		965		
311		576		3977		
