
Run no: 0
113.82	103.58	103.72	105.18	113.82	95.51	109.96	109.68	112.51	107.11	104.4	106.47	111.62	119.33	105.49	108.06	99.79	98.95	101.58	103.6	110.25	116.87	97.88	105.36	110.77	105.83	107.6	101.42	107.43	96.03	105.15	100.52	110.99	107.21	107.17	110.15	105.67	114.45	108.32	107.72	97.83	104.91	114.55	93.47	106.11	112.74	110.46	95.09	103.97	117.05	109.76	107.49	105.56	113.87	104.55	104.81	107.36	101.05	104.5	104.44	113.23	107.92	107.33	110.31	96.31	112.18	108.16	103.32	103.23	108.77	111.1	113.5	112.42	107.38	112.75	98.63	112.17	99.81	114.37	103.38	
99.79	93.47	95.09	98.63	99.79	95.09	98.63	103.12	105.36	106.99	95.51	96.03	97.83	96.31	95.28	104.5	98.57	96.31	108.06	98.31	113.23	100.52	99.86	112.17	113.58	97.88	99.81	97.88	101.05	101.05	96.57	99.81	113.82	113.82	104.81	104.81	103.23	112.75	112.75	103.23	101.05	100.98	104.81	98.95	98.7	105.49	117.05	105.49	103.23	101.42	101.58	103.58	114.45	114.45	105.67	104.44	104.44	105.67	104.4	110.99	104.55	110.99	104.4	107.11	105.15	103.38	110.31	103.38	104.33	113.5	103.32	107.11	104.91	105.18	104.92	106.47	116.87	105.18	107.72	107.72	
99.79	93.47	95.09	99.79	95.09	103.12	95.89	99.79	90.98	98.63	98.63	98.63	103.12	95.51	95.28	104.11	95.51	105.36	96.03	97.83	96.31	96.31	99.79	106.99	98.57	106.99	96.03	98.57	96.31	96.64	98.31	104.5	98.35	106.72	108.06	100.52	99.86	99.86	99.81	113.23	97.88	99.81	97.88	96.57	113.23	97.88	97.88	99.81	98.33	96.57	100.52	112.17	101.05	101.05	113.58	113.82	113.82	104.81	104.81	99.85	101.09	101.05	100.68	103.23	103.23	103.23	100.98	98.5	112.75	112.75	112.75	104.81	105.49	117.05	105.49	117.05	104.86	98.7	103.13	98.95	
93.47	95.09	95.09	103.12	95.89	90.98	92.82	93.47	103.12	98.08	99.79	99.79	99.79	99.79	103.02	98.63	98.63	98.63	95.09	103.12	103.12	103.12	95.51	95.28	95.51	93.47	96.03	97.83	96.31	96.31	95.28	96.31	95.3	99.79	96.03	95.51	96.03	98.57	98.57	99.79	98.57	104.11	98.88	96.31	105.36	96.31	95.49	96.31	106.99	106.99	106.49	98.57	98.63	106.99	96.53	98.88	96.64	97.01	98.06	98.31	98.35	100.52	99.86	99.86	98.35	100.52	97.03	104.5	96.13	106.72	99.81	99.81	106.65	108.06	99.81	100.52	99.81	101.05	101.05	113.23	
93.47	95.09	95.09	95.89	90.98	92.82	93.47	98.08	95.89	89.48	93.47	95.09	93.47	90.98	93.47	95.04	99.11	103.12	103.12	92.92	99.79	99.79	99.79	99.79	103.02	103.02	95.89	95.09	95.09	103.12	103.12	103.12	103.02	98.63	98.63	98.63	98.63	98.63	95.84	99.79	95.51	95.28	95.51	93.47	99.79	103.12	95.28	95.3	95.3	99.79	95.51	95.51	97.83	96.03	96.31	96.31	96.31	96.31	96.03	96.28	104.11	100.11	104.11	96.03	96.03	98.57	98.57	98.57	98.88	98.57	98.88	98.63	98.57	105.36	105.36	96.31	96.31	105.41	95.49	106.99	
93.47	95.09	95.09	95.89	92.82	93.47	98.08	95.89	89.48	93.47	95.09	93.47	93.47	95.04	99.11	95.09	95.93	90.5	95.04	89.48	99.11	93.47	93.47	95.09	95.09	97.58	90.98	90.98	92.92	90.98	103.12	103.12	90.36	92.92	103.12	95.89	103.12	95.89	95.89	103.02	103.02	99.79	99.79	99.79	99.79	95.89	99.79	99.73	95.91	99.79	99.79	95.09	95.09	103.02	103.12	103.12	103.12	103.12	103.12	103.12	93.47	95.09	95.84	95.84	98.63	98.63	98.63	98.63	98.63	98.63	98.63	98.48	98.63	98.63	98.63	95.6	93.58	95.11	99.79	94.25	
93.47	95.89	92.82	93.47	98.08	95.89	93.47	93.47	93.47	99.11	95.93	99.11	93.47	93.47	97.58	93.47	95.39	86.04	93.47	93.47	96.85	97.58	94.76	93.47	93.47	93.48	95.09	95.09	89.48	95.09	95.04	95.09	90.5	95.04	89.48	95.09	95.09	92.92	95.04	95.09	92.92	95.09	95.04	95.26	89.48	95.09	92.92	98.08	95.09	90.98	90.98	90.98	103.12	103.12	103.12	95.89	103.12	90.98	103.12	103.12	103.12	103.12	95.89	92.92	95.89	95.89	92.92	95.89	89.86	90.07	90.36	90.36	103.02	103.02	103.02	95.91	95.89	99.11	95.89	103.04	
93.47	92.82	93.47	98.08	93.47	93.47	93.47	99.11	95.93	99.11	93.47	93.47	97.58	93.47	86.04	93.47	93.47	96.85	97.58	93.47	93.47	93.48	93.47	93.47	92.51	97.58	93.47	95.93	93.47	93.48	99.11	94.57	93.47	91.28	93.47	92.91	94.68	99.11	93.48	93.47	93.47	95.89	95.89	95.39	94.76	89.48	90.5	89.48	89.48	98.08	89.9	95.88	92.82	89.48	94.76	96.85	94.75	89.48	92.92	92.92	92.92	90.98	95.39	92.92	92.92	95.26	95.89	95.89	95.89	94.3	92.35	103.12	90.98	90.98	95.09	103.12	95.09	103.12	95.09	95.09	
98.08	99.11	95.93	99.11	97.58	86.04	96.85	97.58	93.48	97.58	95.93	93.48	99.11	92.91	94.68	99.11	93.48	92.91	99.11	99.11	90.57	90.5	94.2	96.85	97.58	93.45	86.04	93.45	92.82	94.57	95.89	95.89	95.39	94.76	98.08	95.88	94.76	94.75	95.89	94.57	94.76	92.37	95.83	96.85	89.28	92.51	91.28	95.39	89.9	93.47	95.93	91.28	93.47	89.48	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	93.47	
98.08	99.11	95.93	99.11	97.58	86.04	96.85	97.58	93.48	97.58	95.93	93.48	99.11	92.91	94.68	99.11	93.48	92.91	99.11	99.11	90.57	90.5	94.2	96.85	97.58	93.45	86.04	93.45	90.57	95.93	97.58	93.45	99.11	99.11	95.93	92.99	96.85	94.68	96.85	96.85	99.11	96.85	94.1	99.11	86.04	95.36	94.1	94.57	98.08	94.57	94.57	94.57	92.82	94.76	94.76	94.75	94.76	92.37	94.76	94.76	92.82	94.75	95.22	94.76	92.82	89.28	95.4	90.94	92.51	93.48	89.9	93.47	89.48	89.48	93.47	93.47	89.48	93.47	93.47	93.47	
98.08	99.11	95.93	99.11	97.58	86.04	96.85	97.58	93.48	97.58	95.93	93.48	99.11	92.91	94.68	99.11	93.48	92.91	99.11	99.11	90.57	94.2	96.85	97.58	86.04	90.57	95.93	97.58	99.11	99.11	95.93	92.99	96.85	94.68	96.85	96.85	99.11	96.85	94.1	99.11	86.04	95.36	94.1	96.85	92.91	98.08	93.32	99.11	96.85	99.11	96.85	94.68	96.85	90.57	92.91	99.11	93.44	86.5	94.1	94.2	96.85	94.1	90.57	95.93	93.48	96.85	96.85	90.57	95.36	98.08	94.4	99.11	97.35	97.58	95.93	99.11	96.85	99.11	98.08	87.86	
86.04	99.11	99.11	86.04	87.86	90.57	86.5	90.57	92.91	90.57	93.02	94.1	98.96	94.62	95.92	96.21	98.08	95.36	94.4	94.68	96.79	97.35	95.36	98.08	96.85	97.58	97.42	92.99	94.4	94.2	94.4	97.58	99.11	94.1	94.2	92.99	92.91	94.68	96.85	94.68	95.36	92.99	92.91	97.58	98.08	94.1	94.2	97.58	96.85	94.68	86.04	96.85	90.57	99.11	97.58	97.58	99.11	92.91	99.11	99.11	99.11	90.57	94.2	96.85	97.58	86.04	97.58	99.11	99.11	96.85	96.85	99.11	96.85	94.1	99.11	96.85	92.91	99.11	96.85	99.11	
99.11	86.04	86.04	90.55	86.36	92.58	93.02	86.04	94.1	98.96	95.92	96.21	98.08	94.68	95.36	94.62	94.4	96.79	97.35	95.36	98.08	97.58	96.85	97.42	94.62	94.4	94.2	94.4	97.52	99.11	94.2	94.1	97.58	96.85	94.68	95.36	98.08	94.1	99.11	94.1	97.58	96.85	94.68	97.58	96.85	99.11	86.04	94.1	98.08	95.36	94.4	96.85	94.2	94.4	97.58	99.11	94.2	96.85	94.68	95.36	97.58	94.2	97.58	96.85	94.68	99.11	97.58	99.11	99.11	99.11	99.11	94.2	96.85	86.04	97.58	99.11	99.11	96.85	96.85	99.11	
99.11	90.55	86.36	92.58	93.02	98.96	95.92	94.68	95.36	94.62	95.36	97.58	94.62	97.52	99.11	97.58	94.68	95.36	99.11	97.58	94.68	97.58	99.11	95.36	97.58	99.11	94.68	95.36	97.58	97.58	94.68	99.11	97.58	99.11	99.11	99.11	99.11	97.58	99.11	99.11	99.11	95.92	99.11	97.59	94.68	94.62	99.11	93.02	99.11	99.11	97.58	97.58	96.08	94.68	99.11	94.68	95.92	99.11	93.55	95.36	95.36	97.58	97.58	95.36	99.11	94.68	97.58	86.03	95.92	99.11	90.55	99.11	97.58	99.11	99.11	97.58	99.11	95.36	99.11	90.55	
86.03	99.11	89.25	90.55	86.36	92.58	93.93	90.55	93.55	86.03	96.08	97.52	95.36	97.59	98.96	90.55	95.86	93.02	95.36	93.02	96.08	95.92	98.96	99.11	95.92	97.52	95.92	97.58	95.36	95.36	97.58	97.59	98.96	99.11	97.58	97.58	99.11	95.36	95.36	90.55	95.92	99.11	97.58	97.58	99.11	95.92	93.02	95.36	97.58	99.11	97.58	95.36	99.11	99.11	95.36	99.11	95.36	97.58	97.58	99.11	97.58	99.11	99.11	99.11	97.58	99.11	99.11	99.11	99.11	99.11	99.11	99.11	99.11	97.58	97.58	99.11	97.58	99.11	99.11	97.58	
86.03	99.11	99.11	89.25	90.55	86.4	89.25	92.58	86.16	93.55	94.77	96.08	97.52	86.03	97.59	98.96	90.55	95.36	93.93	93.93	92.58	93.02	95.86	93.02	95.92	90.55	96.08	98.96	99.11	86.03	96.08	97.52	95.86	95.92	97.58	93.02	97.59	97.58	96.08	98.96	97.52	97.58	98.96	97.58	99.11	96.08	86.03	90.55	93.02	95.86	93.02	95.92	90.55	99.11	93.02	97.58	99.11	97.58	90.55	90.55	95.92	98.96	99.11	95.92	97.58	97.59	99.11	97.58	97.58	99.11	95.92	99.11	97.58	99.11	97.58	99.11	99.11	99.11	97.58	97.58	
99.11	99.11	89.25	90.55	89.25	93.55	96.08	97.59	98.96	90.55	95.36	90.55	96.08	98.96	99.11	96.08	97.59	96.08	98.96	98.96	99.11	96.08	90.55	90.55	99.11	99.11	90.55	90.55	98.96	99.11	97.59	99.11	99.11	99.11	99.11	99.11	99.11	99.11	99.11	97.59	95.38	95.36	96.08	85.71	99.11	99.11	92.38	99.11	97.59	99.11	90.1	96.08	90.55	99.11	99.11	97.59	93.77	99.11	97.59	99.11	90.55	97.59	93.93	99.11	95.83	99.11	90.55	97.44	99.11	86.54	86.03	97.58	97.58	92.58	86.4	95.86	97.52	95.92	86.16	86.03	
85.71	85.71	87.71	86.4	93.36	90.1	92.38	95.36	90.55	96.08	92.38	85.71	95.83	95.38	90.55	90.55	95.98	95.83	96.08	96.08	95.38	90.55	96.08	95.36	95.36	95.36	90.55	96.08	96.08	96.08	90.55	90.55	90.55	90.55	96.08	90.55	90.55	96.37	97.44	99.11	99.11	98.96	97.59	98.96	97.59	98.96	97.59	97.59	99.11	99.11	98.96	99.11	98.96	97.59	99.11	97.59	99.11	98.96	99.11	99.11	98.96	99.11	99.11	99.11	99.11	99.11	99.11	99.11	99.11	99.11	99.11	99.11	99.11	97.59	99.11	99.11	99.11	99.11	97.59	99.11	
87.71	93.36	90.1	92.38	90.55	96.08	92.38	95.38	90.55	90.55	95.98	96.08	96.08	95.38	90.55	96.08	90.55	96.08	96.08	96.08	90.55	90.55	90.55	90.55	96.08	90.55	90.55	96.37	87.71	96.08	96.02	95.56	90.55	90.55	94.95	92.38	96.08	95.38	96.08	96.08	96.08	90.55	90.55	90.55	85.95	85.71	96.08	96.08	86.4	96.02	85.71	85.71	86.4	95.36	85.71	95.83	95.83	95.36	95.36	95.36	95.36	95.36	85.71	96.37	85.71	88.55	99.11	99.11	95.31	97.44	97.59	98.96	97.44	97.59	99.11	98.96	98.96	99.11	97.59	97.44	
96.37	85.71	86.4	87.71	93.36	87.71	90.1	91.23	94.95	87.71	92.38	92.38	85.95	95.36	92.38	90.55	96.02	95.26	90.1	90.55	94.95	96.08	90.55	90.1	96.02	96.08	96.08	90.55	96.08	90.55	96.08	90.55	90.55	96.08	90.55	96.08	90.55	96.08	96.08	96.08	90.55	90.55	90.55	96.08	90.55	90.55	96.08	92.38	96.08	96.08	90.55	90.55	90.55	96.08	96.08	96.08	96.08	90.55	96.08	96.08	96.08	90.55	92.38	96.08	96.08	90.55	90.55	94.95	90.55	90.55	92.38	90.55	96.08	90.55	90.55	90.55	90.55	92.38	96.08	96.08	
85.71	96.37	96.37	86.4	87.71	87.71	93.36	90.1	94.06	91.23	95.36	92.38	92.38	92.38	95.36	90.1	91.23	90.55	96.02	85.95	85.95	90.55	96.08	90.55	96.02	96.08	96.08	90.55	92.38	96.02	96.08	96.37	87.71	87.71	95.36	90.55	90.55	85.95	90.1	96.08	96.08	92.38	92.38	92.38	90.55	90.55	96.08	90.55	96.08	96.08	90.55	90.55	96.08	90.55	96.08	90.55	96.08	96.08	96.08	90.55	90.55	90.55	90.55	96.08	96.08	96.08	90.55	90.55	96.08	96.08	96.08	96.08	90.55	96.08	96.08	90.55	92.38	96.08	90.55	90.55	
85.71	96.37	96.37	87.71	86.4	92.06	89.45	93.36	87.71	91.23	94.06	95.36	91.23	94.06	86.4	95.36	90.55	90.1	96.02	85.95	90.1	90.55	96.08	90.55	85.95	85.95	90.1	87.71	96.02	96.08	96.37	96.08	90.55	96.08	96.37	87.71	90.55	95.36	96.02	85.95	96.08	90.55	96.08	95.36	90.55	86.4	87.71	90.55	90.55	96.08	90.55	96.08	90.55	90.55	96.08	96.08	96.08	90.55	96.08	96.08	90.55	90.55	96.08	96.08	96.08	90.55	90.55	90.55	90.55	96.08	96.08	96.08	90.55	90.55	96.08	96.08	96.08	96.08	90.55	96.08	
